OPERATEUR;FILIERE;Année;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;ENT;INDUSTRIE;42;2;296.814;148.407;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;47;10;2948.667;294.8667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;61;1;99.333;99.333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;71;1;38.457;38.457;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;85;3;452.896;150.965333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;87;2;738.946;369.473;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;PRO;INDUSTRIE;;33;252.96;7.66545454545455;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2021;44;Grand Est;PRO;TERTIAIRE;;314;2254.234;7.17908917197452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;10;7;802.86;114.694285714286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;11;1;795.631;795.631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;16;1;35.366;35.366;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;22;2;13780.516;6890.258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;28;2;320.456;160.228;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;35;2;1198.015;599.0075;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;47;10;2903.136;290.3136;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;55;8;1313.541;164.192625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;56;4;376.433;94.10825;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;82;1;210.529;210.529;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;85;3;512.475;170.825;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;87;2;751.609;375.8045;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;94;1;4.863;4.863;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2022;44;Grand Est;PRO;AGRICULTURE;;7;84.085;12.0121428571429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;INDUSTRIE;31;2;567.192;283.596;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;INDUSTRIE;35;2;1220.851;610.4255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;INDUSTRIE;42;2;229.697;114.8485;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;45;4;118.818;29.7045;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;55;9;1531.178;170.130888888889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;56;4;349.862;87.4655;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;61;1;88.537;88.537;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;84;2;311.889;155.9445;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;85;3;430.35;143.45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;PRO;AGRICULTURE;;8;87.547;10.943375;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;Electricité;2023;44;Grand Est;PRO;INCONNU;;221;2027.468;9.17406334841629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2018;76;Occitanie;ENT_PRO;TERTIAIRE;;414;3181.0;7.68357487922705;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;2466;8472.0;3.43552311435523;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2019;76;Occitanie;ENT_PRO;INDUSTRIE;;30;5697.0;189.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;2941;11487.0;3.90581434886093;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2020;76;Occitanie;ENT_PRO;INCONNU;;31;4635.0;149.516129032258;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;2918;10613.0;3.63708019191227;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2021;76;Occitanie;PRO;AGRICULTURE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;2348;7871.605;3.35247231686542;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'energie électrique de Quillan;Electricité;2022;76;Occitanie;RES;RESIDENTIEL;;2310;7884.0;3.41298701298701;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2018;76;Occitanie;ENT_PRO;TERTIAIRE;;45;388.0;8.62222222222222;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2019;76;Occitanie;ENT_PRO;TERTIAIRE;;2;65.0;32.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2020;76;Occitanie;ENT_PRO;INDUSTRIE;;4;123.0;30.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;452;2182.0;4.82743362831858;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;23;1;96.0;96.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;94;1;493.0;493.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2021;76;Occitanie;PRO;INDUSTRIE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;23;1;95.0;95.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2022;76;Occitanie;PRO;TERTIAIRE;;52;329.0;6.32692307692308;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité d'Arignac;Electricité;2023;76;Occitanie;PRO;TERTIAIRE;;50;232.0;4.64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2018;44;Grand Est;RES;RESIDENTIEL;;2296;8586.472;3.73975261324042;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2019;44;Grand Est;RES;RESIDENTIEL;;2293;8532.032;3.72090361971217;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2020;44;Grand Est;ENT_PRO;INDUSTRIE;;3;517.787;172.595666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2020;44;Grand Est;ENT_PRO;TERTIAIRE;;11;2375.128;215.920727272727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2020;44;Grand Est;RES;RESIDENTIEL;;2311;8591.812;3.71778970142795;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;ENT;INCONNU;;7;710.499;101.499857142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;33;1;241.452;241.452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;47;4;1665.381;416.34525;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;61;1;195.195;195.195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;68;2;80.495;40.2475;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;PRO;INCONNU;;246;2115.223;8.5984674796748;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2021;44;Grand Est;PRO;TERTIAIRE;;51;204.059;4.0011568627451;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;46;1;108.401;108.401;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;47;4;1665.381;416.34525;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;64;1;87.182;87.182;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;68;2;80.495;40.2475;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2022;44;Grand Est;PRO;TERTIAIRE;;51;204.059;4.0011568627451;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;61;1;172.834;172.834;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Clouange;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;84;2;107.051;53.5255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Dalou;Electricité;2020;76;Occitanie;ENT_PRO;INDUSTRIE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Dalou;Electricité;2023;76;Occitanie;PRO;TERTIAIRE;;30;153.0;5.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2018;44;Grand Est;ENT_PRO;INDUSTRIE;;76;18841.0;247.907894736842;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2018;44;Grand Est;RES;RESIDENTIEL;;4154;17906.0;4.31054405392393;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2019;44;Grand Est;ENT_PRO;TERTIAIRE;;490;6536.0;13.3387755102041;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2019;44;Grand Est;RES;RESIDENTIEL;;4057;23113.0;5.69706679812669;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2020;44;Grand Est;ENT_PRO;INDUSTRIE;;24;7584.159;316.006625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2020;44;Grand Est;RES;RESIDENTIEL;;4523;21967.272;4.85679239442848;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;INDUSTRIE;10;2;394.482;197.241;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;INDUSTRIE;13;3;699.649;233.216333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;INDUSTRIE;16;2;339.906;169.953;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;INDUSTRIE;35;2;137.54;68.77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;INDUSTRIE;43;2;545.541;272.7705;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;55;14;2314.107;165.293357142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;56;9;1329.315;147.701666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;84;3;748.694;249.564666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;87;2;349.318;174.659;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;ENT;TERTIAIRE;93;1;72.914;72.914;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2021;44;Grand Est;PRO;TERTIAIRE;;507;4575.378;9.02441420118343;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;13;3;573.918;191.306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;16;2;335.319;167.6595;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;23;5;2948.067;589.6134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;INDUSTRIE;41;3;622.423;207.474333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;49;9;3474.059;386.006555555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;84;3;914.514;304.838;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2022;44;Grand Est;ENT;TERTIAIRE;85;1;80.402;80.402;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2023;44;Grand Est;ENT;INCONNU;;13;2234.459;171.881461538462;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2023;44;Grand Est;ENT;INDUSTRIE;22;3;191.705;63.9016666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2023;44;Grand Est;ENT;INDUSTRIE;31;1;114.216;114.216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2023;44;Grand Est;ENT;TERTIAIRE;85;1;75.182;75.182;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Bresse;Electricité;2023;44;Grand Est;PRO;TERTIAIRE;;515;4354.404;8.45515339805825;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT_PRO;INCONNU;;16;153.0;9.5625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT_PRO;TERTIAIRE;;140;5815.0;41.5357142857143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de La Chambre;Electricité;2019;84;Auvergne-Rhône-Alpes;ENT_PRO;INCONNU;;16;248.0;15.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2019;75;Nouvelle-Aquitaine;ENT_PRO;INDUSTRIE;;205;2025.0;9.87804878048781;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2020;75;Nouvelle-Aquitaine;ENT_PRO;INCONNU;;299;3408.0;11.3979933110368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2020;75;Nouvelle-Aquitaine;RES;RESIDENTIEL;;1169;3641.0;3.11462788708298;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2021;75;Nouvelle-Aquitaine;ENT_PRO;INCONNU;;295;3618.0;12.264406779661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2022;75;Nouvelle-Aquitaine;ENT_PRO;AGRICULTURE;;14;109.0;7.78571428571429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2023;75;Nouvelle-Aquitaine;PRO;INCONNU;;137;753.0;5.4963503649635;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Laruns;Electricité;2023;75;Nouvelle-Aquitaine;PRO;TERTIAIRE;;122;2171.0;17.7950819672131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2019;32;Hauts-de-France;ENT_PRO;INCONNU;;7;1464.733;209.247571428571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2019;32;Hauts-de-France;ENT_PRO;INDUSTRIE;;20;2661.615;133.08075;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2020;32;Hauts-de-France;ENT_PRO;INCONNU;;7;1594.812;227.830285714286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2020;32;Hauts-de-France;ENT_PRO;TERTIAIRE;;75;10813.701;144.18268;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2020;32;Hauts-de-France;RES;RESIDENTIEL;;12816;48095.749;3.75278940387016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;INCONNU;;7;1531.502;218.786;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;INDUSTRIE;42;2;316.883;158.4415;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;37;1;99.91;99.91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;47;3;872.399;290.799666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;49;2;227.362;113.681;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;55;2;241.471;120.7355;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;56;5;453.1;90.62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;62;1;131.427;131.427;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;68;9;1329.351;147.705666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;72;2;283.817;141.9085;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;87;4;543.854;135.9635;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;ENT;TERTIAIRE;94;3;164.383;54.7943333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;PRO;INCONNU;;132;946.355;7.16935606060606;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2021;32;Hauts-de-France;RES;RESIDENTIEL;;10074;35797.326;3.55343716497915;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;ENT;INCONNU;;8;2033.56;254.195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;ENT;INDUSTRIE;10;2;231.427;115.7135;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;ENT;INDUSTRIE;23;1;204.312;204.312;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;ENT;INDUSTRIE;41;1;352.929;352.929;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;ENT;TERTIAIRE;37;1;100.094;100.094;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;ENT;TERTIAIRE;47;4;1035.196;258.799;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2022;32;Hauts-de-France;RES;RESIDENTIEL;;10357;32622.576;3.14980940426764;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;INDUSTRIE;10;2;231.634;115.817;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;INDUSTRIE;27;1;8.636;8.636;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;INDUSTRIE;32;4;732.099;183.02475;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;37;1;102.143;102.143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
